NAME                                                                         VERSION                                TYPE      
github.com/coreos/go-oidc                                                    v2.1.0+incompatible                    go-module  
github.com/coreos/go-semver                                                  v0.3.0                                 go-module  
github.com/coreos/go-systemd/v22                                             v22.4.0                                go-module  
github.com/davecgh/go-spew                                                   v1.1.1                                 go-module  
github.com/docker/distribution                                               v2.8.1+incompatible                    go-module  
github.com/emicklei/go-restful/v3                                            v3.9.0                                 go-module  
github.com/evanphx/json-patch                                                v4.12.0+incompatible                   go-module  
github.com/felixge/httpsnoop                                                 v1.0.3                                 go-module  
github.com/fsnotify/fsnotify                                                 v1.6.0                                 go-module  
github.com/go-logr/logr                                                      v1.2.3                                 go-module  
github.com/go-logr/stdr                                                      v1.2.2                                 go-module  
github.com/go-logr/zapr                                                      v1.2.3                                 go-module  
github.com/go-openapi/jsonpointer                                            v0.19.6                                go-module  
github.com/go-openapi/jsonreference                                          v0.20.1                                go-module  
github.com/go-openapi/swag                                                   v0.22.3                                go-module  
github.com/gofrs/uuid                                                        v4.0.0+incompatible                    go-module  
github.com/gogo/protobuf                                                     v1.3.2                                 go-module  
github.com/golang-jwt/jwt/v4                                                 v4.4.2                                 go-module  
github.com/golang/groupcache                                                 v0.0.0-20210331224755-41bb18bfe9da     go-module  
github.com/golang/mock                                                       v1.6.0                                 go-module  
github.com/golang/protobuf                                                   v1.5.3                                 go-module  
github.com/google/cel-go                                                     v0.12.6                                go-module  
github.com/google/gnostic                                                    v0.5.7-v3refs                          go-module  
github.com/google/go-cmp                                                     v0.5.9                                 go-module  
github.com/google/gofuzz                                                     v1.1.0                                 go-module  
github.com/google/uuid                                                       v1.3.0                                 go-module  
github.com/googleapis/gax-go/v2                                              v2.1.1                                 go-module  
github.com/grpc-ecosystem/go-grpc-prometheus                                 v1.2.0                                 go-module  
github.com/grpc-ecosystem/grpc-gateway/v2                                    v2.7.0                                 go-module  
github.com/imdario/mergo                                                     v0.3.6                                 go-module  
github.com/josharian/intern                                                  v1.0.0                                 go-module  
github.com/json-iterator/go                                                  v1.1.12                                go-module  
github.com/mailru/easyjson                                                   v0.7.7                                 go-module  
github.com/matttproud/golang_protobuf_extensions                             v1.0.2                                 go-module  
github.com/mitchellh/mapstructure                                            v1.4.1                                 go-module  
github.com/moby/sys/mountinfo                                                v0.6.2                                 go-module  
github.com/moby/term                                                         v0.0.0-20221205130635-1aeaba878587     go-module  
github.com/modern-go/concurrent                                              v0.0.0-20180306012644-bacd9c7ef1dd     go-module  
github.com/modern-go/reflect2                                                v1.0.2                                 go-module  
github.com/munnerz/goautoneg                                                 v0.0.0-20191010083416-a7dc8b61c822     go-module  
github.com/mxk/go-flowrate                                                   v0.0.0-20140419014527-cca7078d478f     go-module  
github.com/opencontainers/go-digest                                          v1.0.0                                 go-module  
github.com/opencontainers/selinux                                            v1.10.0                                go-module  
github.com/pkg/errors                                                        v0.9.1                                 go-module  
github.com/pquerna/cachecontrol                                              v0.1.0                                 go-module  
github.com/prometheus/client_golang                                          v1.14.0                                go-module  
github.com/prometheus/client_model                                           v0.3.0                                 go-module  
github.com/prometheus/common                                                 v0.37.0                                go-module  
github.com/prometheus/procfs                                                 v0.8.0                                 go-module  
github.com/robfig/cron/v3                                                    v3.0.1                                 go-module  
github.com/rubiojr/go-vhd                                                    v0.0.0-20200706105327-02e210299021     go-module  
github.com/spf13/cobra                                                       v1.6.0                                 go-module  
github.com/spf13/pflag                                                       v1.0.5                                 go-module  
github.com/stoewer/go-strcase                                                v1.2.0                                 go-module  
github.com/vmware/govmomi                                                    v0.30.0                                go-module  
go.etcd.io/etcd/api/v3                                                       v3.5.7                                 go-module  
